File_Name,Actor,Gender,Emotion,Intensity,Statement,Repetition
03-01-01-01-02-01-03.wav,3,M,neutral,normal,2,1
03-01-01-01-02-02-03.wav,3,M,neutral,normal,2,2
03-01-02-01-01-01-03.wav,3,M,calm,normal,1,1
03-01-02-01-01-02-03.wav,3,M,calm,normal,1,2
03-01-02-01-02-01-03.wav,3,M,calm,normal,2,1
03-01-02-01-02-02-03.wav,3,M,calm,normal,2,2
03-01-02-02-01-01-03.wav,3,M,calm,strong,1,1
03-01-02-02-01-02-03.wav,3,M,calm,strong,1,2
03-01-02-02-02-01-03.wav,3,M,calm,strong,2,1
03-01-02-02-02-02-03.wav,3,M,calm,strong,2,2
03-01-03-01-01-01-03.wav,3,M,happy,normal,1,1
03-01-03-01-01-02-03.wav,3,M,happy,normal,1,2
03-01-03-01-02-01-03.wav,3,M,happy,normal,2,1
03-01-03-01-02-02-03.wav,3,M,happy,normal,2,2
03-01-03-02-01-01-03.wav,3,M,happy,strong,1,1
03-01-03-02-01-02-03.wav,3,M,happy,strong,1,2
03-01-03-02-02-01-03.wav,3,M,happy,strong,2,1
03-01-03-02-02-02-03.wav,3,M,happy,strong,2,2
03-01-04-01-01-01-03.wav,3,M,sad,normal,1,1
03-01-04-01-01-02-03.wav,3,M,sad,normal,1,2
03-01-04-01-02-01-03.wav,3,M,sad,normal,2,1
03-01-04-01-02-02-03.wav,3,M,sad,normal,2,2
03-01-04-02-01-01-03.wav,3,M,sad,strong,1,1
03-01-04-02-01-02-03.wav,3,M,sad,strong,1,2
03-01-04-02-02-01-03.wav,3,M,sad,strong,2,1
03-01-04-02-02-02-03.wav,3,M,sad,strong,2,2
03-01-05-01-01-01-03.wav,3,M,angry,normal,1,1
03-01-05-01-01-02-03.wav,3,M,angry,normal,1,2
03-01-05-01-02-01-03.wav,3,M,angry,normal,2,1
03-01-05-01-02-02-03.wav,3,M,angry,normal,2,2
03-01-05-02-01-01-03.wav,3,M,angry,strong,1,1
03-01-05-02-01-02-03.wav,3,M,angry,strong,1,2
03-01-05-02-02-01-03.wav,3,M,angry,strong,2,1
03-01-05-02-02-02-03.wav,3,M,angry,strong,2,2
03-01-06-01-01-01-03.wav,3,M,fearful,normal,1,1
03-01-06-01-01-02-03.wav,3,M,fearful,normal,1,2
03-01-06-01-02-01-03.wav,3,M,fearful,normal,2,1
03-01-06-01-02-02-03.wav,3,M,fearful,normal,2,2
03-01-06-02-01-01-03.wav,3,M,fearful,strong,1,1
03-01-06-02-01-02-03.wav,3,M,fearful,strong,1,2
03-01-06-02-02-01-03.wav,3,M,fearful,strong,2,1
03-01-06-02-02-02-03.wav,3,M,fearful,strong,2,2
03-01-07-01-01-01-03.wav,3,M,disgust,normal,1,1
03-01-07-01-01-02-03.wav,3,M,disgust,normal,1,2
03-01-07-01-02-01-03.wav,3,M,disgust,normal,2,1
03-01-07-01-02-02-03.wav,3,M,disgust,normal,2,2
03-01-07-02-01-01-03.wav,3,M,disgust,strong,1,1
03-01-07-02-01-02-03.wav,3,M,disgust,strong,1,2
03-01-07-02-02-01-03.wav,3,M,disgust,strong,2,1
03-01-07-02-02-02-03.wav,3,M,disgust,strong,2,2
03-01-08-01-01-01-03.wav,3,M,surprised,normal,1,1
03-01-08-01-01-02-03.wav,3,M,surprised,normal,1,2
03-01-08-01-02-01-03.wav,3,M,surprised,normal,2,1
03-01-08-01-02-02-03.wav,3,M,surprised,normal,2,2
03-01-08-02-01-01-03.wav,3,M,surprised,strong,1,1
03-01-08-02-01-02-03.wav,3,M,surprised,strong,1,2
03-01-08-02-02-01-03.wav,3,M,surprised,strong,2,1
03-01-08-02-02-02-03.wav,3,M,surprised,strong,2,2
03-01-01-01-01-01-04.wav,4,F,neutral,normal,1,1
03-01-01-01-01-02-04.wav,4,F,neutral,normal,1,2
03-01-01-01-02-01-04.wav,4,F,neutral,normal,2,1
03-01-01-01-02-02-04.wav,4,F,neutral,normal,2,2
03-01-02-01-01-01-04.wav,4,F,calm,normal,1,1
03-01-02-01-01-02-04.wav,4,F,calm,normal,1,2
03-01-02-01-02-01-04.wav,4,F,calm,normal,2,1
03-01-02-01-02-02-04.wav,4,F,calm,normal,2,2
03-01-02-02-01-01-04.wav,4,F,calm,strong,1,1
03-01-02-02-01-02-04.wav,4,F,calm,strong,1,2
03-01-02-02-02-01-04.wav,4,F,calm,strong,2,1
03-01-02-02-02-02-04.wav,4,F,calm,strong,2,2
03-01-03-01-01-01-04.wav,4,F,happy,normal,1,1
03-01-03-01-01-02-04.wav,4,F,happy,normal,1,2
03-01-03-01-02-01-04.wav,4,F,happy,normal,2,1
03-01-03-01-02-02-04.wav,4,F,happy,normal,2,2
03-01-03-02-01-01-04.wav,4,F,happy,strong,1,1
03-01-03-02-01-02-04.wav,4,F,happy,strong,1,2
03-01-03-02-02-01-04.wav,4,F,happy,strong,2,1
03-01-03-02-02-02-04.wav,4,F,happy,strong,2,2
03-01-04-01-01-01-04.wav,4,F,sad,normal,1,1
03-01-04-01-01-02-04.wav,4,F,sad,normal,1,2
03-01-04-01-02-01-04.wav,4,F,sad,normal,2,1
03-01-04-01-02-02-04.wav,4,F,sad,normal,2,2
03-01-04-02-01-01-04.wav,4,F,sad,strong,1,1
03-01-04-02-01-02-04.wav,4,F,sad,strong,1,2
03-01-04-02-02-01-04.wav,4,F,sad,strong,2,1
03-01-04-02-02-02-04.wav,4,F,sad,strong,2,2
03-01-05-01-01-01-04.wav,4,F,angry,normal,1,1
03-01-05-01-01-02-04.wav,4,F,angry,normal,1,2
03-01-05-01-02-01-04.wav,4,F,angry,normal,2,1
03-01-05-01-02-02-04.wav,4,F,angry,normal,2,2
03-01-05-02-01-01-04.wav,4,F,angry,strong,1,1
03-01-05-02-01-02-04.wav,4,F,angry,strong,1,2
03-01-05-02-02-01-04.wav,4,F,angry,strong,2,1
03-01-05-02-02-02-04.wav,4,F,angry,strong,2,2
03-01-06-01-01-01-04.wav,4,F,fearful,normal,1,1
03-01-06-01-01-02-04.wav,4,F,fearful,normal,1,2
03-01-06-01-02-01-04.wav,4,F,fearful,normal,2,1
03-01-06-01-02-02-04.wav,4,F,fearful,normal,2,2
03-01-06-02-01-01-04.wav,4,F,fearful,strong,1,1
03-01-06-02-01-02-04.wav,4,F,fearful,strong,1,2
03-01-06-02-02-01-04.wav,4,F,fearful,strong,2,1
03-01-06-02-02-02-04.wav,4,F,fearful,strong,2,2
03-01-07-01-01-01-04.wav,4,F,disgust,normal,1,1
03-01-07-01-01-02-04.wav,4,F,disgust,normal,1,2
03-01-07-01-02-01-04.wav,4,F,disgust,normal,2,1
03-01-07-01-02-02-04.wav,4,F,disgust,normal,2,2
03-01-07-02-01-01-04.wav,4,F,disgust,strong,1,1
03-01-07-02-01-02-04.wav,4,F,disgust,strong,1,2
03-01-07-02-02-01-04.wav,4,F,disgust,strong,2,1
03-01-07-02-02-02-04.wav,4,F,disgust,strong,2,2
03-01-08-01-01-01-04.wav,4,F,surprised,normal,1,1
03-01-08-01-01-02-04.wav,4,F,surprised,normal,1,2
03-01-08-01-02-01-04.wav,4,F,surprised,normal,2,1
03-01-08-01-02-02-04.wav,4,F,surprised,normal,2,2
03-01-08-02-01-01-04.wav,4,F,surprised,strong,1,1
03-01-08-02-01-02-04.wav,4,F,surprised,strong,1,2
03-01-08-02-02-01-04.wav,4,F,surprised,strong,2,1
03-01-08-02-02-02-04.wav,4,F,surprised,strong,2,2
03-01-01-01-01-01-05.wav,5,M,neutral,normal,1,1
03-01-01-01-01-02-05.wav,5,M,neutral,normal,1,2
03-01-01-01-02-01-05.wav,5,M,neutral,normal,2,1
03-01-01-01-02-02-05.wav,5,M,neutral,normal,2,2
03-01-02-01-01-01-05.wav,5,M,calm,normal,1,1
03-01-02-01-01-02-05.wav,5,M,calm,normal,1,2
03-01-02-01-02-01-05.wav,5,M,calm,normal,2,1
03-01-02-01-02-02-05.wav,5,M,calm,normal,2,2
03-01-02-02-01-01-05.wav,5,M,calm,strong,1,1
03-01-02-02-01-02-05.wav,5,M,calm,strong,1,2
03-01-02-02-02-01-05.wav,5,M,calm,strong,2,1
03-01-02-02-02-02-05.wav,5,M,calm,strong,2,2
03-01-03-01-01-01-05.wav,5,M,happy,normal,1,1
03-01-03-01-01-02-05.wav,5,M,happy,normal,1,2
03-01-03-01-02-01-05.wav,5,M,happy,normal,2,1
03-01-03-01-02-02-05.wav,5,M,happy,normal,2,2
03-01-03-02-01-01-05.wav,5,M,happy,strong,1,1
03-01-03-02-01-02-05.wav,5,M,happy,strong,1,2
03-01-03-02-02-01-05.wav,5,M,happy,strong,2,1
03-01-03-02-02-02-05.wav,5,M,happy,strong,2,2
03-01-04-01-01-01-05.wav,5,M,sad,normal,1,1
03-01-04-01-01-02-05.wav,5,M,sad,normal,1,2
03-01-04-01-02-01-05.wav,5,M,sad,normal,2,1
03-01-04-01-02-02-05.wav,5,M,sad,normal,2,2
03-01-04-02-01-01-05.wav,5,M,sad,strong,1,1
03-01-04-02-01-02-05.wav,5,M,sad,strong,1,2
03-01-04-02-02-01-05.wav,5,M,sad,strong,2,1
03-01-04-02-02-02-05.wav,5,M,sad,strong,2,2
03-01-05-01-01-01-05.wav,5,M,angry,normal,1,1
03-01-05-01-01-02-05.wav,5,M,angry,normal,1,2
03-01-05-01-02-01-05.wav,5,M,angry,normal,2,1
03-01-05-01-02-02-05.wav,5,M,angry,normal,2,2
03-01-05-02-01-01-05.wav,5,M,angry,strong,1,1
03-01-05-02-01-02-05.wav,5,M,angry,strong,1,2
03-01-05-02-02-01-05.wav,5,M,angry,strong,2,1
03-01-05-02-02-02-05.wav,5,M,angry,strong,2,2
03-01-06-01-01-01-05.wav,5,M,fearful,normal,1,1
03-01-06-01-01-02-05.wav,5,M,fearful,normal,1,2
03-01-06-01-02-01-05.wav,5,M,fearful,normal,2,1
03-01-06-01-02-02-05.wav,5,M,fearful,normal,2,2
03-01-06-02-01-01-05.wav,5,M,fearful,strong,1,1
03-01-06-02-01-02-05.wav,5,M,fearful,strong,1,2
03-01-06-02-02-01-05.wav,5,M,fearful,strong,2,1
03-01-06-02-02-02-05.wav,5,M,fearful,strong,2,2
03-01-07-01-01-01-05.wav,5,M,disgust,normal,1,1
03-01-07-01-01-02-05.wav,5,M,disgust,normal,1,2
03-01-07-01-02-01-05.wav,5,M,disgust,normal,2,1
03-01-07-01-02-02-05.wav,5,M,disgust,normal,2,2
03-01-07-02-01-01-05.wav,5,M,disgust,strong,1,1
03-01-07-02-01-02-05.wav,5,M,disgust,strong,1,2
03-01-07-02-02-01-05.wav,5,M,disgust,strong,2,1
03-01-07-02-02-02-05.wav,5,M,disgust,strong,2,2
03-01-08-01-01-01-05.wav,5,M,surprised,normal,1,1
03-01-08-01-01-02-05.wav,5,M,surprised,normal,1,2
03-01-08-01-02-01-05.wav,5,M,surprised,normal,2,1
03-01-08-01-02-02-05.wav,5,M,surprised,normal,2,2
03-01-08-02-01-01-05.wav,5,M,surprised,strong,1,1
03-01-08-02-01-02-05.wav,5,M,surprised,strong,1,2
03-01-08-02-02-01-05.wav,5,M,surprised,strong,2,1
03-01-08-02-02-02-05.wav,5,M,surprised,strong,2,2
03-01-01-01-01-01-06.wav,6,F,neutral,normal,1,1
03-01-01-01-01-02-06.wav,6,F,neutral,normal,1,2
03-01-01-01-02-01-06.wav,6,F,neutral,normal,2,1
03-01-01-01-02-02-06.wav,6,F,neutral,normal,2,2
03-01-02-01-01-01-06.wav,6,F,calm,normal,1,1
03-01-02-01-01-02-06.wav,6,F,calm,normal,1,2
03-01-02-01-02-01-06.wav,6,F,calm,normal,2,1
03-01-02-01-02-02-06.wav,6,F,calm,normal,2,2
03-01-02-02-01-01-06.wav,6,F,calm,strong,1,1
03-01-02-02-01-02-06.wav,6,F,calm,strong,1,2
03-01-02-02-02-01-06.wav,6,F,calm,strong,2,1
03-01-02-02-02-02-06.wav,6,F,calm,strong,2,2
03-01-03-01-01-01-06.wav,6,F,happy,normal,1,1
03-01-03-01-01-02-06.wav,6,F,happy,normal,1,2
03-01-03-01-02-01-06.wav,6,F,happy,normal,2,1
03-01-03-01-02-02-06.wav,6,F,happy,normal,2,2
03-01-03-02-01-01-06.wav,6,F,happy,strong,1,1
03-01-03-02-01-02-06.wav,6,F,happy,strong,1,2
03-01-03-02-02-01-06.wav,6,F,happy,strong,2,1
03-01-03-02-02-02-06.wav,6,F,happy,strong,2,2
03-01-04-01-01-01-06.wav,6,F,sad,normal,1,1
03-01-04-01-01-02-06.wav,6,F,sad,normal,1,2
03-01-04-01-02-01-06.wav,6,F,sad,normal,2,1
03-01-04-01-02-02-06.wav,6,F,sad,normal,2,2
03-01-04-02-01-01-06.wav,6,F,sad,strong,1,1
03-01-04-02-01-02-06.wav,6,F,sad,strong,1,2
03-01-04-02-02-01-06.wav,6,F,sad,strong,2,1
03-01-04-02-02-02-06.wav,6,F,sad,strong,2,2
03-01-05-01-01-01-06.wav,6,F,angry,normal,1,1
03-01-05-01-01-02-06.wav,6,F,angry,normal,1,2
03-01-05-01-02-01-06.wav,6,F,angry,normal,2,1
03-01-05-01-02-02-06.wav,6,F,angry,normal,2,2
03-01-05-02-01-01-06.wav,6,F,angry,strong,1,1
03-01-05-02-01-02-06.wav,6,F,angry,strong,1,2
03-01-05-02-02-01-06.wav,6,F,angry,strong,2,1
03-01-05-02-02-02-06.wav,6,F,angry,strong,2,2
03-01-06-01-01-01-06.wav,6,F,fearful,normal,1,1
03-01-06-01-01-02-06.wav,6,F,fearful,normal,1,2
03-01-06-01-02-01-06.wav,6,F,fearful,normal,2,1
03-01-06-01-02-02-06.wav,6,F,fearful,normal,2,2
03-01-06-02-01-01-06.wav,6,F,fearful,strong,1,1
03-01-06-02-01-02-06.wav,6,F,fearful,strong,1,2
03-01-06-02-02-01-06.wav,6,F,fearful,strong,2,1
03-01-06-02-02-02-06.wav,6,F,fearful,strong,2,2
03-01-07-01-01-01-06.wav,6,F,disgust,normal,1,1
03-01-07-01-01-02-06.wav,6,F,disgust,normal,1,2
03-01-07-01-02-01-06.wav,6,F,disgust,normal,2,1
03-01-07-01-02-02-06.wav,6,F,disgust,normal,2,2
03-01-07-02-01-01-06.wav,6,F,disgust,strong,1,1
03-01-07-02-01-02-06.wav,6,F,disgust,strong,1,2
03-01-07-02-02-01-06.wav,6,F,disgust,strong,2,1
03-01-07-02-02-02-06.wav,6,F,disgust,strong,2,2
03-01-08-01-01-01-06.wav,6,F,surprised,normal,1,1
03-01-08-01-01-02-06.wav,6,F,surprised,normal,1,2
03-01-08-01-02-01-06.wav,6,F,surprised,normal,2,1
03-01-08-01-02-02-06.wav,6,F,surprised,normal,2,2
03-01-08-02-01-01-06.wav,6,F,surprised,strong,1,1
03-01-08-02-01-02-06.wav,6,F,surprised,strong,1,2
03-01-08-02-02-01-06.wav,6,F,surprised,strong,2,1
03-01-08-02-02-02-06.wav,6,F,surprised,strong,2,2
03-01-01-01-01-01-07.wav,7,M,neutral,normal,1,1
03-01-01-01-01-02-07.wav,7,M,neutral,normal,1,2
03-01-01-01-02-01-07.wav,7,M,neutral,normal,2,1
03-01-01-01-02-02-07.wav,7,M,neutral,normal,2,2
03-01-02-01-01-01-07.wav,7,M,calm,normal,1,1
03-01-02-01-01-02-07.wav,7,M,calm,normal,1,2
03-01-02-01-02-01-07.wav,7,M,calm,normal,2,1
03-01-02-01-02-02-07.wav,7,M,calm,normal,2,2
03-01-02-02-01-01-07.wav,7,M,calm,strong,1,1
03-01-02-02-01-02-07.wav,7,M,calm,strong,1,2
03-01-02-02-02-01-07.wav,7,M,calm,strong,2,1
03-01-02-02-02-02-07.wav,7,M,calm,strong,2,2
03-01-03-01-01-01-07.wav,7,M,happy,normal,1,1
03-01-03-01-01-02-07.wav,7,M,happy,normal,1,2
03-01-03-01-02-01-07.wav,7,M,happy,normal,2,1
03-01-03-01-02-02-07.wav,7,M,happy,normal,2,2
03-01-03-02-01-01-07.wav,7,M,happy,strong,1,1
03-01-03-02-01-02-07.wav,7,M,happy,strong,1,2
03-01-03-02-02-01-07.wav,7,M,happy,strong,2,1
03-01-03-02-02-02-07.wav,7,M,happy,strong,2,2
03-01-04-01-01-01-07.wav,7,M,sad,normal,1,1
03-01-04-01-01-02-07.wav,7,M,sad,normal,1,2
03-01-04-01-02-01-07.wav,7,M,sad,normal,2,1
03-01-04-01-02-02-07.wav,7,M,sad,normal,2,2
03-01-04-02-01-01-07.wav,7,M,sad,strong,1,1
03-01-04-02-01-02-07.wav,7,M,sad,strong,1,2
03-01-04-02-02-01-07.wav,7,M,sad,strong,2,1
03-01-04-02-02-02-07.wav,7,M,sad,strong,2,2
03-01-05-01-01-01-07.wav,7,M,angry,normal,1,1
03-01-05-01-01-02-07.wav,7,M,angry,normal,1,2
03-01-05-01-02-01-07.wav,7,M,angry,normal,2,1
03-01-05-01-02-02-07.wav,7,M,angry,normal,2,2
03-01-05-02-01-01-07.wav,7,M,angry,strong,1,1
03-01-05-02-01-02-07.wav,7,M,angry,strong,1,2
03-01-05-02-02-01-07.wav,7,M,angry,strong,2,1
03-01-05-02-02-02-07.wav,7,M,angry,strong,2,2
03-01-06-01-01-01-07.wav,7,M,fearful,normal,1,1
03-01-06-01-01-02-07.wav,7,M,fearful,normal,1,2
03-01-06-01-02-01-07.wav,7,M,fearful,normal,2,1
03-01-06-01-02-02-07.wav,7,M,fearful,normal,2,2
03-01-06-02-01-01-07.wav,7,M,fearful,strong,1,1
03-01-06-02-01-02-07.wav,7,M,fearful,strong,1,2
03-01-06-02-02-01-07.wav,7,M,fearful,strong,2,1
03-01-06-02-02-02-07.wav,7,M,fearful,strong,2,2
03-01-07-01-01-01-07.wav,7,M,disgust,normal,1,1
03-01-07-01-01-02-07.wav,7,M,disgust,normal,1,2
03-01-07-01-02-01-07.wav,7,M,disgust,normal,2,1
03-01-07-01-02-02-07.wav,7,M,disgust,normal,2,2
03-01-07-02-01-01-07.wav,7,M,disgust,strong,1,1
03-01-07-02-01-02-07.wav,7,M,disgust,strong,1,2
03-01-07-02-02-01-07.wav,7,M,disgust,strong,2,1
03-01-07-02-02-02-07.wav,7,M,disgust,strong,2,2
03-01-08-01-01-01-07.wav,7,M,surprised,normal,1,1
03-01-08-01-01-02-07.wav,7,M,surprised,normal,1,2
03-01-08-01-02-01-07.wav,7,M,surprised,normal,2,1
03-01-08-01-02-02-07.wav,7,M,surprised,normal,2,2
03-01-08-02-01-01-07.wav,7,M,surprised,strong,1,1
03-01-08-02-01-02-07.wav,7,M,surprised,strong,1,2
03-01-08-02-02-01-07.wav,7,M,surprised,strong,2,1
03-01-08-02-02-02-07.wav,7,M,surprised,strong,2,2
03-01-01-01-01-01-08.wav,8,F,neutral,normal,1,1
03-01-01-01-01-02-08.wav,8,F,neutral,normal,1,2
03-01-01-01-02-01-08.wav,8,F,neutral,normal,2,1
03-01-01-01-02-02-08.wav,8,F,neutral,normal,2,2
03-01-02-01-01-01-08.wav,8,F,calm,normal,1,1
03-01-02-01-01-02-08.wav,8,F,calm,normal,1,2
03-01-02-01-02-01-08.wav,8,F,calm,normal,2,1
03-01-02-01-02-02-08.wav,8,F,calm,normal,2,2
03-01-02-02-01-01-08.wav,8,F,calm,strong,1,1
03-01-02-02-01-02-08.wav,8,F,calm,strong,1,2
03-01-02-02-02-01-08.wav,8,F,calm,strong,2,1
03-01-02-02-02-02-08.wav,8,F,calm,strong,2,2
03-01-03-01-01-01-08.wav,8,F,happy,normal,1,1
03-01-03-01-01-02-08.wav,8,F,happy,normal,1,2
03-01-03-01-02-01-08.wav,8,F,happy,normal,2,1
03-01-03-01-02-02-08.wav,8,F,happy,normal,2,2
03-01-03-02-01-01-08.wav,8,F,happy,strong,1,1
03-01-03-02-01-02-08.wav,8,F,happy,strong,1,2
03-01-03-02-02-01-08.wav,8,F,happy,strong,2,1
03-01-03-02-02-02-08.wav,8,F,happy,strong,2,2
03-01-04-01-01-01-08.wav,8,F,sad,normal,1,1
03-01-04-01-01-02-08.wav,8,F,sad,normal,1,2
03-01-04-01-02-01-08.wav,8,F,sad,normal,2,1
